date,nav_base,nav_kd_opt
2015-06-08,630559539.0783255,630648600.4838698
2015-06-09,625183512.895317,625826379.4345511
2015-06-10,630508713.4742758,630572596.190171
2015-06-11,628120548.7476139,628499313.4849077
2015-06-12,630904861.9180535,631065330.870657
2015-06-15,628099249.1376489,628190428.2902524
2015-06-16,627315254.2774712,627119934.8485024
2015-06-17,623342476.2774712,623512767.8485024
2015-06-18,626897230.0774711,626936993.0985024
2015-06-22,632459089.4774711,632813785.3485024
2015-06-23,633098062.7199988,633278075.7959443
2015-06-24,635679123.6718802,635701479.4404223
2015-06-25,637601077.1109691,637579005.3901396
2015-06-26,636731144.829666,636989131.3108459
2015-06-29,629782980.7988884,630136476.0234427
2015-06-30,631369701.4801708,631727029.2390549
2015-07-01,635317157.4801708,635254063.2390549
2015-07-02,634518744.8801708,634686819.7390549
2015-07-03,636121963.4801708,636274837.4890549
2015-07-06,630454723.8878976,630519722.6186082
2015-07-07,631853542.8656694,632260180.2889854
2015-07-08,619857599.8686169,620868400.6919153
2015-07-09,618390171.0146625,618957724.8504243
2015-07-13,623342959.8855467,623835101.4414115
2015-07-14,627369477.9948504,627540615.0890749
2015-07-15,630424014.0009288,630410725.4655356
2015-07-16,635130311.5784068,634912369.2537347
2015-07-17,631628265.5110003,632580894.736056
2015-07-20,630279970.3110002,630878309.736056
2015-07-21,629267168.9110003,629933869.736056
2015-07-22,629300339.5127343,630174189.2049912
2015-07-23,627811025.5127342,629039855.7049912
2015-07-24,628795744.3127342,629857154.2049912
2015-07-27,620043734.7127342,621731875.7049912
2015-07-28,619210452.1127342,620701824.4549912
2015-07-29,619407770.7127342,620956592.2049912
2015-07-30,627881354.5127343,629202602.7049912
2015-07-31,633534748.7127342,634139177.2049912
2015-08-03,632103176.9127342,632214180.2049912
2015-08-04,638150706.6627342,638220567.2049912
2015-08-05,639343115.4127342,639156216.2049912
2015-08-06,633075265.9127342,632402922.4549912
2015-08-07,630335955.0127342,629587448.9549912
2015-08-10,628299230.2127342,627675226.2049912
2015-08-11,623297327.3127342,623050802.2049912
2015-08-12,610144025.4127342,610805723.2049912
2015-08-13,613789070.6627343,613856832.0049912
2015-08-14,614662690.2863817,614874599.7941204
2015-08-17,610747386.4363817,610628861.8941205
2015-08-18,604484020.3863817,604605621.3441204
2015-08-19,591460746.2863817,592116481.0441204
2015-08-20,591856181.5863817,593286499.2441204
2015-08-21,585541656.0363817,587024182.8941205
2015-08-24,573165407.6863817,574200190.3941205
2015-08-25,581528761.9863816,581831131.3941205
2015-08-26,583188251.5797801,583633388.1941204
2015-08-27,588277263.92978,588779342.7491834
2015-08-28,596961862.62978,596224524.1991835
2015-08-31,605034338.87978,604568459.0991834
2015-09-01,594729552.8297801,594925737.7991835
2015-09-02,593968102.8297801,594268287.7991835
2015-09-03,598259817.77978,598284330.6491835
2015-09-04,595171689.62978,595111866.5991834
2015-09-07,597541065.62978,597266990.4491835
2015-09-08,592864911.4797801,592654152.5491835
2015-09-09,604856355.3297801,603442112.5491835
2015-09-10,606384928.9474401,605313633.4728835
2015-09-11,607718994.4974402,606455026.3228835
2015-09-14,606516341.4787949,605469501.0016291
2015-09-15,605592835.2787949,604621841.4516292
2015-09-16,607088489.0287949,605796960.8016291
2015-09-17,612302373.0287949,611189360.4516292
2015-09-18,613571688.2787949,612619503.3016291
2015-09-21,602577358.9787949,602246367.6016291
2015-09-22,606936841.2287949,605153489.9516292
2015-09-23,595012418.6787949,593867939.8516291
2015-09-24,594405407.9287949,593315758.8516291
2015-09-25,590243523.328795,589106559.2016292
2015-09-30,593265262.3787949,591790511.7516291
2015-10-01,595577205.2287949,594215642.6016291
2015-10-02,597197661.6287949,596096954.2516291
2015-10-05,596215187.2287949,594622009.5516291
2015-10-06,598087927.8787949,596638326.2516291
2015-10-07,600525358.328795,599039038.0016291
2015-10-08,597430778.3545469,596211971.3016291
2015-10-12,602083744.7045469,600898092.9273374
2015-10-13,604655267.1881433,603154145.5773373
2015-10-14,599089474.6381432,598690649.7273374
2015-10-15,604842246.0381433,604089578.1773374
2015-10-16,608869590.8381432,608374482.7773373
2015-10-19,607839449.9881432,608003434.6273372
2015-10-20,611902373.6881433,611676510.7773373
2015-10-21,605194793.7881433,605467125.0773373
2015-10-22,610595630.4381433,610543596.3773372
2015-10-23,615263513.6029642,614535165.9614779
2015-10-26,621105058.6129453,620086379.9492856
2015-10-27,618371692.2618407,617723745.5359721
2015-10-28,617837668.2618407,617252519.3859721
2015-10-29,611793123.7618407,611082264.7859721
2015-10-30,607548126.5461577,607176163.632697
2015-11-02,604164285.1461577,604985939.4326969
2015-11-03,611104020.7961577,611271392.1826969
2015-11-04,615058899.6822652,615093492.4412643
2015-11-05,614521470.8513926,614602099.1421626
2015-11-06,605777993.5371389,606013256.2689769
2015-11-09,604701439.6871389,604344268.368977
2015-11-10,596925147.9768186,596884060.5540265
2015-11-11,595547154.3244053,594989846.977259
2015-11-12,595820173.5775325,595660583.257353
2015-11-13,590901411.5229583,590832898.7255214
2015-11-16,589180659.742441,588778494.300014
2015-11-17,595312080.9988558,595221236.6313318
2015-11-18,591703137.8199197,591366549.122636
2015-11-19,597207843.6699196,596804734.7226359
2015-11-20,595268257.1699196,595111905.9226359
2015-11-23,594052992.1363889,594176682.0726359
2015-11-24,593889381.2363889,593495208.5726359
2015-11-25,593106748.186389,592914099.122636
2015-11-26,595265484.9701753,595058865.4202014
2015-11-27,590621709.8201753,590670867.6202013
2015-11-30,588194929.0552398,587918163.0202013
2015-12-01,596385679.7552398,596327177.1702014
2015-12-02,591576284.8052398,591800665.0702014
2015-12-03,590323650.2052399,590006765.4202014
2015-12-04,589435989.3052398,588810641.9202014
2015-12-07,589400872.0552398,588876601.3702013
2015-12-08,581776559.7052399,581659456.2202014
2015-12-09,576846499.5052398,577239851.2702013
2015-12-10,580337812.3552399,579576877.8702013
2015-12-11,575503560.7052399,576183374.7702013
2015-12-14,572660760.6052399,572918256.2202014
2015-12-15,571447226.1052399,571895423.46482
2015-12-16,574041977.8052398,574313264.2502201
2015-12-17,582112107.5052398,582663768.5002201
2015-12-18,575713969.1552398,576522349.5002201
2015-12-21,575091517.1552398,576124001.80022
2015-12-22,578599807.8052398,579569568.5002201
2015-12-23,581383055.2052399,582193870.80022
2015-12-24,582180928.9052398,583158796.95022
2015-12-25,583680446.1552398,584462887.5002201
2015-12-28,584959015.4052398,585485325.7502201
2015-12-29,581070237.6552398,582112630.2502201
2015-12-30,578325981.5052398,579422194.65022
2015-12-31,580578917.814628,581841506.40022
2016-01-04,571313655.3491707,572399602.1673969
2016-01-05,570735418.5491706,572157973.3673968
2016-01-06,566600190.3991706,568128359.3173969
2016-01-07,559929589.2491707,562240687.6673969
2016-01-08,561809189.2491707,563864689.0406635
2016-01-11,558285457.6491706,560445905.6406634
2016-01-12,562574418.8234117,564530422.3406634
2016-01-13,563264425.2734118,565491257.9406635
2016-01-14,561988249.5734117,564371434.0906634
2016-01-15,556453439.3734117,559223129.1406634
2016-01-18,551554822.5734117,554316046.0906634
2016-01-19,556605754.6234117,558577586.9906634
2016-01-20,552876141.4234117,555004965.7906635
2016-01-21,545470131.6734117,547666618.3406634
2016-01-22,550135420.3234117,552288280.5725019
2016-01-25,563920790.1734117,564838814.4225019
2016-01-26,557792545.4734117,559304728.3725019
2016-01-27,560920410.1234117,562490821.2225019
2016-01-28,563196671.0734117,565617389.3225019
2016-01-29,577570671.1734117,579427653.4725019
2016-01-30,582491177.0734117,583902513.022502
2016-02-01,584306607.5234118,585808224.772502
2016-02-02,582939120.9234117,584004877.4225019
2016-02-03,575821237.1734117,576998103.8225019
2016-02-15,580224484.4234117,581928548.6225019
2016-02-16,589232582.9734117,590412922.5725019
2016-02-17,586397198.9234117,587376598.9725019
2016-02-18,589970902.8234117,590792860.8225019
2016-02-19,591461191.1734117,592524379.8225019
2016-02-22,591103015.1734117,592109705.9725019
2016-02-23,591725091.1734117,592646679.8225019
2016-02-24,586928326.2234117,588058436.9725019
2016-02-25,593022253.9734117,593669632.4725019
2016-02-26,596484157.8234117,597272420.3725019
2016-03-01,597619305.9234117,599140791.2225019
2016-03-02,599885838.9732876,601412197.3560447
2016-03-03,607251013.5851464,608441711.6360941
2016-03-04,609006799.0309579,609706337.5985683
2016-03-07,612587550.4182589,613035238.9444904
2016-03-08,611097657.8351598,611405533.0273422
2016-03-09,607151406.0191137,608053723.3629062
2016-03-10,609757543.5771459,610546633.7285063
2016-03-11,610741617.6915706,611216725.1488181
2016-03-14,610434517.339165,611200016.8825935
2016-03-15,602354552.4421434,603913789.1367714
2016-03-16,605493831.708482,606956202.2336924
2016-03-17,612242425.5631324,613348286.212233
2016-03-18,616503933.7631323,617295743.462233
2016-03-21,612432358.3131324,613556845.662233
2016-03-22,613908450.6165833,614848712.7891256
2016-03-23,616421811.1165833,617024267.7391255
2016-03-24,614455820.1665833,615151751.0391254
2016-03-25,613291396.4665833,613915074.8891255
2016-03-28,612522092.2139177,613203667.4341179
2016-03-29,610723390.0639178,611124177.234118
2016-03-30,614228811.4639177,614777655.6841179
2016-03-31,615410589.5139178,615541351.1841179
2016-04-01,607559460.0139178,608639384.0341179
2016-04-06,600773183.4750851,601548898.9394689
2016-04-07,598270425.5077405,598823391.0360895
2016-04-08,597709182.0544972,598621297.2246046
2016-04-11,602544547.0044973,603172690.0746046
2016-04-12,604224094.7044972,604830292.3746046
2016-04-13,612519928.4544972,613177565.9746046
2016-04-14,613198837.1044973,613130230.7246046
2016-04-15,614571191.7938554,614841293.2362934
2016-04-18,613673400.5438554,614055226.5362934
2016-04-19,612487083.1938554,612295317.4362934
2016-04-20,606186040.7938554,606326329.0862935
2016-04-21,610502044.773077,610751456.3029326
2016-04-22,610157861.0840153,610079251.8829466
2016-04-25,612094056.2307909,612209369.1429753
2016-04-26,611910597.3049628,612221009.7170976
2016-04-27,611376807.7068793,611786141.5088319
2016-04-28,605848764.9068793,606014534.6088318
2016-04-29,606584902.1282943,607178752.8066002
2016-05-03,612375935.3699518,614147217.648922
2016-05-04,609979767.7873492,611970787.5634106
2016-05-05,604175355.1337436,606348236.6162245
2016-05-06,602921018.6203592,604783905.4363601
2016-05-09,604654599.4023962,606095348.4385921
2016-05-10,607951302.5110264,609388276.4290196
2016-05-11,606304815.6110264,607653329.0790197
2016-05-12,609155832.5610265,610352569.6290196
2016-05-13,614888366.8110265,615265574.6790197
2016-05-16,608677433.0110264,610090412.1290196
2016-05-17,610953875.9610264,612200226.5290196
2016-05-18,616470614.3110265,617746945.5290196
2016-05-19,610176458.4610264,611510459.9290197
2016-05-20,610148532.275765,611445378.8290197
2016-05-23,616451761.725765,617335272.0290196
2016-05-24,616330723.7099005,617301240.622675
2016-05-25,619680619.1173358,620178416.2573104
2016-05-26,619789195.2622038,620073355.1470236
2016-05-27,625717302.4305124,625917405.9378561
2016-05-30,627651788.2675924,628196876.4500123
2016-05-31,626707885.5432767,627500573.9671057
2016-06-01,632331959.4486169,633083806.0981398
2016-06-02,632917471.8328768,633314712.3300056
2016-06-03,635236627.4145098,635718287.3115028
2016-06-04,633681448.0027187,634127360.2466816
2016-06-06,635625071.5803638,635858068.5891161
2016-06-07,643894614.0803638,644238375.4891161
2016-06-08,649529557.1803638,649807132.389116
2016-06-13,636267265.2303637,636788601.539116
2016-06-14,639464112.6303638,640058453.8391161
2016-06-15,640834579.8803638,641317494.389116
2016-06-16,628969098.2803638,630433210.989116
2016-06-17,637937979.8803638,638913194.389116
2016-06-20,641548447.1303638,642013984.939116
2016-06-21,647545981.1803638,648138558.539116
2016-06-22,644623269.8541367,645612867.156519
2016-06-23,643458870.8399428,644444474.5980959
2016-06-24,629909333.2399429,630762513.0980959
2016-06-27,627134520.1399429,629013410.4480958
2016-06-28,632739170.1399429,633614410.4480958
2016-06-29,638758378.1906021,639882466.2163389
2016-06-30,643131943.1406021,644181559.0663389
2016-07-01,646109055.6406021,646989261.7163389
2016-07-04,647153455.6406021,647884611.7163389
2016-07-05,644787768.840602,646004382.9163389
2016-07-06,636673647.7406021,638354804.4663389
2016-07-07,637628267.2906021,639079342.7163389
2016-07-11,648454127.0406021,650016590.1663388
2016-07-12,649895296.2906021,651384428.4163389
2016-07-13,655150448.1406021,656319518.6163388
2016-07-14,657721601.8906021,658439487.9663389
2016-07-15,665104822.9906021,665703566.4163389
2016-07-18,667195509.590602,668365013.7663388
2016-07-19,669190960.305805,670287581.5390347
2016-07-20,667938663.9519252,669133103.0173255
2016-07-21,669977317.9519252,670931403.4173255
2016-07-22,666160029.173466,667241501.1173254
2016-07-25,667513801.6524866,668537195.8547138
2016-07-26,666569204.5882955,667769181.5875932
2016-07-27,668010948.5744761,669108342.7630643
2016-07-28,669290352.7244761,670722630.6630642
2016-07-29,665836479.1244761,667893273.0630642
2016-08-01,670036237.3244761,672023780.3130642
2016-08-02,669119530.8744761,671056894.7130643
2016-08-03,665361000.9744761,667177259.0130643
2016-08-04,665033703.2744762,666649106.7130643
2016-08-05,671672966.8744761,674078881.2130643
2016-08-08,677955830.174476,681088339.1130643
2016-08-09,680136538.924476,682864322.4130642
2016-08-10,684939061.8744761,687787946.1630642
2016-08-11,683169313.274476,685584199.0630643
2016-08-12,683002506.2244761,685175116.0630643
2016-08-15,678434687.924476,680478901.9630643
2016-08-16,679511711.0609876,681837366.9152683
2016-08-17,680962435.3609875,683236290.4652683
2016-08-18,684086057.1109874,685638115.8952682
2016-08-19,675095929.9467409,677216306.6582237
2016-08-22,657682241.7967409,662154841.9582237
2016-08-23,662334372.8967409,666912323.6582237
2016-08-24,655408543.1452394,660668796.1592585
2016-08-25,663388366.1952393,668834167.8092585
2016-08-26,664228578.7952393,669657303.3592584
2016-08-29,665312041.3452394,670342490.4592586
2016-08-30,663736563.5952393,669211513.4092585
2016-08-31,661273007.8952394,666584365.5092585
2016-09-01,650581205.7952393,656884580.1592585
2016-09-02,655286589.8452393,662144124.3092585
2016-09-05,665739277.6452394,671146930.9592584
2016-09-06,668675911.3952394,674529765.5092585
2016-09-07,671205910.3452393,677620390.0092585
2016-09-08,676757656.6452394,682683211.6592585
2016-09-09,670067061.7952393,676420772.0092585
2016-09-10,663240166.5452393,669162025.8592585
2016-09-12,657044663.5952393,663975677.7092584
2016-09-13,660129534.2452393,665825873.3092585
2016-09-14,652789382.4452393,659421297.5592586
2016-09-19,668981965.8452393,675667608.4092585
2016-09-20,668152696.1952393,674633939.8592585
2016-09-21,668885431.0452393,675622998.3592585
2016-09-22,669325022.8452394,676154092.9592586
2016-09-23,672859920.2952393,679485087.0092585
2016-09-26,667775036.5452393,674309952.4592584
2016-09-29,670495478.4452393,677271743.9592586
2016-09-30,660979292.8452393,667869785.2092584
2016-10-03,662002677.6452394,668947595.2592585
2016-10-04,665929600.6452394,673563418.4592586
2016-10-05,665531793.5952394,672920385.4592584
2016-10-06,664884553.2452394,672580972.8592585
2016-10-07,660743079.1452394,668473425.7092586
2016-10-11,660969062.4952394,668448153.7592585
2016-10-12,662525048.3952394,669438687.7592585
2016-10-13,660907598.3452393,667788639.3092585
2016-10-14,657334124.2452394,664073492.1592585
2016-10-17,658160464.6452394,664901453.2092584
2016-10-18,662640491.2952393,669031506.3092585
2016-10-19,663417548.3452393,669959739.3092585
2016-10-20,663877776.1452394,670434464.8092585
2016-10-21,664242784.2952393,670419621.7592585
2016-10-24,662798584.2952393,669328521.7592585
2016-10-25,666398812.4452393,673162005.3092585
2016-10-26,662386442.4452393,668704178.7092584
2016-10-27,659291372.7952393,665738010.1592585
2016-10-28,660819069.1452394,667852480.2592585
2016-10-31,658694428.7452394,665891419.2092584
2016-11-01,659332042.3952394,665790430.2592585
2016-11-02,655412122.7952393,662186210.1592585
2016-11-03,657060218.3452394,662953131.5592586
2016-11-04,654809992.0452393,661455136.5092584
2016-11-07,657907104.6452394,664358272.0592586
2016-11-08,667140363.5952393,672952577.7092584
2016-11-09,652437780.5452393,658655924.9092585
2016-11-10,665297601.7860639,670707503.2348055
2016-11-11,656862766.4756318,661875169.7885306
2016-11-14,659455605.610684,664070185.1251668
2016-11-15,658854176.3606842,663239727.6251669
2016-11-16,658758819.7433856,663623093.7292305
2016-11-17,658613568.6933856,664289418.2292306
2016-11-18,656005101.2932242,661724459.1444563
2016-11-21,660712070.9121355,665876086.9150509
2016-11-22,663492436.4621354,669108134.9150507
2016-11-23,663766403.5121354,669984249.0650507
2016-11-24,667577945.3621355,673305292.1150509
2016-11-25,668194659.3088222,673953008.5664886
2016-11-28,672168147.1588222,677714563.6664886
2016-11-29,668039907.8588221,673672326.5664886
2016-11-30,670043416.7588221,676130733.7664887
2016-12-01,670430804.1588221,676364898.2164886
2016-12-02,670963318.2588221,677105464.2164886
2016-12-05,665475558.2588221,672390283.0664886
2016-12-06,672712497.5588222,679114420.1664886
2016-12-07,674862181.2588221,681501706.2664887
2016-12-08,683571879.5088221,690437749.0164887
2016-12-09,686906192.1088221,693225234.5664886
2016-12-12,686538385.0588222,692615601.5664886
2016-12-13,687306948.0588222,694307243.6164886
2016-12-14,681448366.9088221,688593113.4664886
2016-12-15,682126987.6088221,688665257.5164887
2016-12-16,682185377.5588222,688068127.9164886
2016-12-19,676999050.8588221,683104576.3664887
2016-12-20,674909809.0088221,681067633.3164886
2016-12-21,672263689.3588221,678550014.7664887
2016-12-22,666715986.0088222,672885560.1164887
2016-12-23,664444566.3588221,670655841.5664886
2016-12-26,667870512.7088221,674412261.6664886
2016-12-27,666425234.9088222,673215286.1664886
2016-12-28,672149000.9088222,679323974.8164886
2016-12-29,666746026.8088222,674124077.6664886
2016-12-30,672417407.9588221,679829307.8164886
2017-01-03,673624200.9088222,680629874.8164886
2017-01-04,676112980.2088221,683114780.7664887
2017-01-05,682131761.3588221,689178310.9164886
2017-01-06,683389596.1588221,690220170.9664886
2017-01-09,680701923.9088222,687771248.0164887
2017-01-10,683013408.7588221,689899656.5164886
2017-01-11,684905328.4088222,691741625.0664886
2017-01-12,690764217.6588221,697152663.7164886
2017-01-13,688145768.7803646,694772045.2408093
2017-01-16,680484748.0809854,687612356.9976883
2017-01-17,682005486.2712556,689299463.4464582
2017-01-18,677597859.6212556,685237160.3464582
2017-01-19,677091860.7212557,684193234.2964581
2017-01-20,677498723.3212557,684670019.8464582
2017-01-23,682690269.6712557,689930489.9464582
2017-01-24,680886219.6712557,688571139.9464582
2017-02-02,676894409.6712557,684905108.7964582
2017-02-03,679069162.2759829,687142686.9021966
2017-02-06,684693486.4759828,692958730.9521966
2017-02-07,689166395.4259828,697651236.6021966
2017-02-08,687171181.3759829,695723119.0521966
2017-02-09,686973473.2259828,695907562.1021966
2017-02-10,693565019.5259829,702203583.7521966
2017-02-13,696685511.3759829,705094976.8021966
2017-02-14,696470389.1759828,704981652.3021966
2017-02-15,703721891.0759828,711780824.9521966
2017-02-16,699501213.3259828,708440497.9021965
2017-02-17,696502428.4759828,705713889.4021966
2017-02-18,699095606.5386763,707883670.2894328
2017-02-20,699107200.9386762,707779219.2894328
2017-02-21,699514666.1386762,708045509.2394327
2017-02-22,701552528.7386762,709799544.7894328
2017-02-23,699856889.3886762,707559009.2394327
2017-02-24,698243889.7886761,707244365.7394327
2017-03-01,696618470.1886762,705585345.6394327
2017-03-02,697236002.4386762,706578249.7394327
2017-03-03,694444367.6386763,704165339.6894327
2017-03-06,697865102.4386762,707028149.7394327
2017-03-07,698587183.1554081,707677217.9109503
2017-03-08,696974192.6380327,706353512.4932314
2017-03-09,693741171.9380326,704065668.4432313
2017-03-10,694902937.0880326,704711059.9432313
2017-03-13,695723348.6380327,706334919.9932314
2017-03-14,696794526.8380326,708282401.9932314
2017-03-15,697057954.6380327,708466577.4932314
2017-03-16,702150747.8840377,713524544.0780424
2017-03-17,705317511.5340378,715507955.1280423
2017-03-20,705397941.8840377,715289386.5780424
2017-03-21,707993395.4858584,717847119.1518658
2017-03-22,703949311.7858584,713728333.0518659
2017-03-23,703148695.3492583,713583092.2258586
2017-03-24,701431586.844626,711593267.7795846
2017-03-27,702284054.2149608,712654269.4463929
2017-03-28,703642201.0099344,713836572.1989114
2017-03-29,706266813.7099345,716295754.6489115
2017-03-30,708618101.7686723,718250868.195265
2017-03-31,705027104.5895671,714631323.167312
2017-04-05,707641494.5482522,718095587.4445777
2017-04-06,702795652.7482522,714028142.8445778
2017-04-07,699922545.7482522,711637858.2945777
2017-04-10,704096580.5482522,715077468.3445778
2017-04-11,700952908.3982522,712662942.2945777
2017-04-12,701990187.5982522,713557351.3445778
2017-04-13,700200680.6482522,712273965.2445778
2017-04-14,696122465.3542316,707106339.2060329
2017-04-17,696420951.2542316,706930773.2060329
2017-04-18,697736552.3135544,708046833.6515756
2017-04-19,691724441.31437,701414211.3218359
2017-04-20,691300459.425981,700908235.7005101
2017-04-21,694540926.8464682,704533910.8017821
2017-04-24,693797975.7964683,704696935.3017821
2017-04-25,700681036.1964682,711667122.9517821
2017-04-26,702556149.4461843,713703398.789554
2017-04-27,702761043.3961843,712655792.8395541
2017-04-28,700985873.035058,710716211.8167593
2017-05-02,710605497.219879,722169581.1581964
2017-05-03,712011875.0198791,723418106.6581964
2017-05-04,715427414.319879,726923443.7581965
2017-05-05,710169718.019879,721791922.1081964
2017-05-08,713120322.469879,724764900.7081964
2017-05-09,712370645.3771538,723912662.9117265
2017-05-10,710954283.8164873,722687099.0289179
2017-05-11,712623569.5821054,724341871.5830009
2017-05-12,713548787.9486748,725130371.5830009
2017-05-15,715966771.6986748,727994956.133001
2017-05-16,716213565.7486749,727374247.0830009
2017-05-17,714204607.6486748,726193038.5830009
2017-05-18,711283887.9986749,723404370.033001
2017-05-19,711199822.7986748,723367380.0830009
2017-05-22,712588843.9486748,725319429.0830009
2017-05-23,713811329.8486748,725885363.0830009
2017-05-24,714322986.8486748,726366397.6330009
2017-05-25,714473114.6986748,726889821.5830009
2017-05-26,715077455.6068282,727737755.8924137
2017-05-31,712355622.2068281,725443279.3924137
2017-06-01,710960063.1277888,724307627.7160411
2017-06-02,712696413.1277888,725798477.7160411
2017-06-03,713713813.1277888,726646077.7160411
2017-06-05,715610325.7777888,728645211.7160411
2017-06-06,715416418.7777889,728392077.1660411
2017-06-07,714373590.9777888,727521251.6660411
2017-06-08,717939381.7777888,731597669.2160411
2017-06-09,715079212.1277889,728863750.6660411
2017-06-12,713449289.9277889,727271226.1660411
2017-06-13,714948869.1777889,728749133.6660411
2017-06-14,712587327.2777889,726238742.1660411
2017-06-15,714089963.1777889,727008926.1660411
2017-06-16,714102491.3777889,728188958.1660411
2017-06-19,717230748.4277889,731258741.1660411
2017-06-20,718258242.8777889,732514338.6160411
2017-06-21,717959448.4777888,732309039.6160411
2017-06-22,720619261.4277889,735466183.2160411
2017-06-23,719259982.5777888,735086182.2160411
2017-06-26,730500210.0777888,746558182.4660411
2017-06-27,734357170.4777888,750826420.1160411
2017-06-28,729421535.2777889,745535253.5660411
2017-06-29,737537536.0777888,753330552.2660412
2017-06-30,735715194.2277888,751462659.2160411
2017-07-03,737772572.0777888,753312194.0400611
2017-07-04,734958675.5733374,750555600.1413403
2017-07-05,740521040.1398109,755810580.0160043
2017-07-06,737464959.7679583,753047609.8090832
2017-07-07,734583045.6679583,750102243.8090832
2017-07-10,733470591.1679583,748730416.7590832
2017-07-11,738774331.5679582,753452727.8090832
2017-07-12,736858959.4179583,752045051.7590832
2017-07-13,737769694.2679583,753206510.2590832
2017-07-14,740348419.8179582,756229289.4090832
2017-07-17,744448641.3679582,760664730.6090832
2017-07-18,746223976.2179582,762431889.1090832
2017-07-19,744784793.9679582,760907135.0090833
2017-07-20,744440996.5179582,760274740.9590832
2017-07-21,739279027.9179583,755785634.6090832
2017-07-24,743799547.5679582,759850453.1590831
2017-07-25,744479218.2679582,760036947.2090831
2017-07-26,742648291.5179583,757750447.2090832
2017-07-27,745653623.8179582,760959149.7590832
2017-07-28,744450733.3679582,759503590.2590832
2017-07-31,739535949.7679582,755107201.0590831
2017-08-01,743263953.1179582,759208305.7090831
2017-08-02,750423045.7179582,766641649.0090832
2017-08-03,747544998.3179582,764065703.4090831
2017-08-04,754952334.9179581,771881739.4590831
2017-08-07,761268337.9179581,777314786.0590831
2017-08-08,759892261.6179582,775713410.7590832
2017-08-09,751431352.3679582,767548456.6090832
2017-08-10,743012469.3679581,759249293.8090831
2017-08-11,742615858.9267473,758356485.282426
2017-08-14,738760165.1767474,753584150.432426
2017-08-15,740112529.6267474,755684663.382426
2017-08-16,741331686.0267475,756642179.432426
2017-08-17,748653472.3267474,765276596.7824259
2017-08-18,744770694.8017759,761314392.2820237
2017-08-21,743609849.5017759,760264960.7320237
2017-08-22,748338712.601053,765040742.1320237
2017-08-23,747377646.351053,764523690.5320237
2017-08-24,752307949.651053,770059021.7820237
2017-08-25,750488775.0010531,768312331.0820236
2017-08-28,756514938.501053,774024593.0592549
2017-08-29,755212654.751053,772633394.6592549
2017-08-30,756782792.9010531,774309832.3092549
2017-08-31,759864838.2453377,777534097.336746
2017-09-01,757024238.0953377,776533193.2867459
2017-09-04,751913439.1953377,771032101.2867458
2017-09-05,753548659.4453377,772705052.7367458
2017-09-06,748228704.3453377,768054432.8367459
2017-09-07,747985908.7453377,767819072.0867459
2017-09-08,750118938.0953377,769955031.2367458
2017-09-11,748792704.3453377,768533732.8367459
2017-09-12,751462949.2453376,771475374.9867458
2017-09-13,747902708.7453377,767732872.0867459
2017-09-14,747916519.2453377,767166579.0367459
2017-09-15,745757308.0953377,765009735.2867459
2017-09-18,748928843.8953377,768509569.736746
2017-09-19,748843580.7953378,767814312.1867459
2017-09-20,747954131.1953377,766359901.5867459
2017-09-21,747321188.6453377,765624124.6867459
2017-09-22,744090010.9453377,762701550.1367459
2017-09-25,741537609.9953377,759533084.1367459
2017-09-26,744768916.5953377,763797284.5867459
2017-09-27,745336446.3352042,764389757.4202268
2017-09-28,743797667.1084864,762741620.2291455
2017-09-29,742708888.0584863,761607490.2791455
2017-09-30,744882300.8584864,764114068.6291455
2017-10-02,746246812.7084863,764937780.9791455
2017-10-03,746811868.6337097,765713117.164292
2017-10-05,747089109.8337097,765973238.664292
2017-10-06,750161830.0292106,769460935.0646931
2017-10-11,753395310.3292104,773474260.214693
2017-10-12,754356346.4292105,775042573.864693
2017-10-13,755081713.0322201,776207197.0165459
2017-10-16,756666739.48222,776760726.3665458
2017-10-17,759255959.6559918,778923475.0324463
2017-10-18,756460957.3059918,776240209.7824461
2017-10-19,753349435.7059917,773049852.9324462
2017-10-20,751800969.8559917,771378940.7324462
2017-10-23,750595796.8559917,770272234.6324462
2017-10-24,751922410.9059918,772791358.1824462
2017-10-25,752360663.9559919,772843242.0324463
2017-10-26,749823248.2559918,769049033.8824462
2017-10-27,748552816.6059917,766538853.3324462
2017-10-30,746779055.4306391,765361423.4723916
2017-10-31,746663805.4306391,765344273.4723916
2017-11-01,747155956.2808816,766323219.332555
2017-11-02,744534636.0308816,763741967.882555
2017-11-03,747085328.3308818,765372459.4325551
2017-11-06,745360029.0308816,763286728.032555
2017-11-07,747198846.2308817,765559195.632555
2017-11-08,745336309.7308817,763917842.582555
2017-11-09,746806108.0808816,764789807.982555
2017-11-10,744987921.5808816,763291304.932555
2017-11-13,743264601.3308816,761428553.482555
2017-11-14,743665584.2243153,761734358.0667723
2017-11-15,741975803.5243152,759562543.5167723
2017-11-16,740075161.3743153,757182206.0167723
2017-11-17,742732136.0243152,759904196.7167723
2017-11-20,743374410.6743153,760667187.4167724
2017-11-21,750906902.1243153,768614256.3167723
2017-11-22,754723035.4743153,772742115.3167723
2017-11-23,754345773.6243153,772727902.9667723
2017-11-24,749152933.1243154,767821150.0667723
2017-11-27,746968503.7743154,765529090.9167724
2017-11-28,746438299.4881324,764703982.956668
2017-11-29,744940041.6097978,763709910.1377869
